gender,discipline,result,score
Woman,3000 Metres Steeplechase,12:15.79,793
Woman,1500 Metres,4:56.88,792
Woman,1500 Metres Short Track,4:59.12,792
Woman,Mile,5:19.26,792
Woman,Mile Short Track,5:23.52,792
Woman,2000 Metres,6:47.86,792
Woman,2000 Metres Short Track,6:52.16,792
Woman,2000 Metres Steeplechase,7:45.28,792
Woman,3000 Metres Steeplechase,12:16.28,792
Woman,1500 Metres,4:57.03,791
Woman,1500 Metres Short Track,4:59.27,791
Woman,Mile,5:19.42,791
Woman,Mile Short Track,5:23.69,791
Woman,2000 Metres,6:48.08,791
Woman,2000 Metres Short Track,6:52.38,791
Woman,2000 Metres Steeplechase,7:45.58,791
Woman,3000 Metres Steeplechase,12:16.77,791
Woman,1500 Metres,4:57.19,790
Woman,1500 Metres Short Track,4:59.42,790
Woman,Mile,5:19.59,790
Woman,Mile Short Track,5:23.85,790
Woman,2000 Metres,6:48.29,790
Woman,2000 Metres Short Track,6:52.59,790
Woman,2000 Metres Steeplechase,7:45.87,790
Woman,3000 Metres Steeplechase,12:17.25,790
Woman,1500 Metres,4:57.34,789
Woman,1500 Metres Short Track,4:59.57,789
Woman,Mile,5:19.75,789
Woman,Mile Short Track,5:24.02,789
Woman,2000 Metres,6:48.51,789
Woman,2000 Metres Short Track,6:52.81,789
Woman,2000 Metres Steeplechase,7:46.17,789
Woman,3000 Metres Steeplechase,12:17.74,789
Woman,1500 Metres,4:57.50,788
Woman,1500 Metres Short Track,4:59.73,788
Woman,Mile,5:19.92,788
Woman,Mile Short Track,5:24.18,788
Woman,2000 Metres,6:48.73,788
Woman,2000 Metres Short Track,6:53.02,788
Woman,2000 Metres Steeplechase,7:46.46,788
Woman,3000 Metres Steeplechase,12:18.23,788
Woman,1500 Metres,4:57.65,787
Woman,1500 Metres Short Track,4:59.88,787
Woman,Mile,5:20.08,787
Woman,Mile Short Track,5:24.35,787
Woman,2000 Metres,6:48.94,787
Woman,2000 Metres Short Track,6:53.24,787
Woman,2000 Metres Steeplechase,7:46.76,787
Woman,3000 Metres Steeplechase,12:18.72,787
Woman,1500 Metres,4:57.80,786
Woman,1500 Metres Short Track,5:00.03,786
Woman,Mile,5:20.25,786
Woman,Mile Short Track,5:24.51,786
Woman,2000 Metres,6:49.16,786
Woman,2000 Metres Short Track,6:53.46,786
Woman,2000 Metres Steeplechase,7:47.05,786
Woman,3000 Metres Steeplechase,12:19.21,786
Woman,1500 Metres,4:57.96,785
Woman,1500 Metres Short Track,5:00.18,785
Woman,Mile,5:20.41,785
Woman,Mile Short Track,5:24.68,785
Woman,2000 Metres,6:49.38,785
Woman,2000 Metres Short Track,6:53.67,785
Woman,2000 Metres Steeplechase,7:47.35,785
Woman,3000 Metres Steeplechase,12:19.70,785
Woman,1500 Metres,4:58.11,784
Woman,1500 Metres Short Track,5:00.34,784
Woman,Mile,5:20.58,784
Woman,Mile Short Track,5:24.85,784
Woman,2000 Metres,6:49.59,784
Woman,2000 Metres Short Track,6:53.89,784
Woman,2000 Metres Steeplechase,7:47.64,784
Woman,3000 Metres Steeplechase,12:20.19,784
Woman,1500 Metres,4:58.27,783
Woman,1500 Metres Short Track,5:00.49,783
Woman,Mile,5:20.75,783
Woman,Mile Short Track,5:25.01,783
Woman,2000 Metres,6:49.81,783
Woman,2000 Metres Short Track,6:54.10,783
Woman,2000 Metres Steeplechase,7:47.94,783
Woman,3000 Metres Steeplechase,12:20.69,783
Woman,1500 Metres,4:58.42,782
Woman,1500 Metres Short Track,5:00.64,782
Woman,Mile,5:20.91,782
Woman,Mile Short Track,5:25.18,782
Woman,2000 Metres,6:50.03,782
Woman,2000 Metres Short Track,6:54.32,782
Woman,2000 Metres Steeplechase,7:48.24,782
Woman,3000 Metres Steeplechase,12:21.18,782
Woman,1500 Metres,4:58.58,781
Woman,1500 Metres Short Track,5:00.80,781
Woman,Mile,5:21.08,781
Woman,Mile Short Track,5:25.35,781
Woman,2000 Metres,6:50.24,781
Woman,2000 Metres Short Track,6:54.53,781
Woman,2000 Metres Steeplechase,7:48.53,781
Woman,3000 Metres Steeplechase,12:21.67,781
Woman,1500 Metres,4:58.73,780
Woman,1500 Metres Short Track,5:00.95,780
Woman,Mile,5:21.24,780
Woman,Mile Short Track,5:25.51,780
Woman,2000 Metres,6:50.46,780
Woman,2000 Metres Short Track,6:54.75,780
Woman,2000 Metres Steeplechase,7:48.83,780
Woman,3000 Metres Steeplechase,12:22.16,780
Woman,1500 Metres,4:58.88,779
Woman,1500 Metres Short Track,5:01.10,779
Woman,Mile,5:21.41,779
Woman,Mile Short Track,5:25.68,779
Woman,2000 Metres,6:50.68,779
Woman,2000 Metres Short Track,6:54.97,779
Woman,2000 Metres Steeplechase,7:49.13,779
Woman,3000 Metres Steeplechase,12:22.65,779
Woman,1500 Metres,4:59.04,778
Woman,1500 Metres Short Track,5:01.26,778
Woman,Mile,5:21.57,778
Woman,Mile Short Track,5:25.85,778
Woman,2000 Metres,6:50.90,778
Woman,2000 Metres Short Track,6:55.18,778
Woman,2000 Metres Steeplechase,7:49.42,778
Woman,3000 Metres Steeplechase,12:23.15,778
Woman,1500 Metres,4:59.19,777
Woman,1500 Metres Short Track,5:01.41,777
Woman,Mile,5:21.74,777
Woman,Mile Short Track,5:26.01,777
Woman,2000 Metres,6:51.12,777
Woman,2000 Metres Short Track,6:55.40,777
Woman,2000 Metres Steeplechase,7:49.72,777
Woman,3000 Metres Steeplechase,12:23.64,777
Woman,1500 Metres,4:59.35,776
Woman,1500 Metres Short Track,5:01.56,776
Woman,Mile,5:21.91,776
Woman,Mile Short Track,5:26.18,776
Woman,2000 Metres,6:51.33,776
Woman,2000 Metres Short Track,6:55.62,776
Woman,2000 Metres Steeplechase,7:50.02,776
Woman,3000 Metres Steeplechase,12:24.13,776
Woman,1500 Metres,4:59.50,775
Woman,1500 Metres Short Track,5:01.72,775
Woman,Mile,5:22.07,775
Woman,Mile Short Track,5:26.35,775
Woman,2000 Metres,6:51.55,775
Woman,2000 Metres Short Track,6:55.83,775
Woman,2000 Metres Steeplechase,7:50.32,775
Woman,3000 Metres Steeplechase,12:24.63,775
Woman,1500 Metres,4:59.66,774
Woman,1500 Metres Short Track,5:01.87,774
Woman,Mile,5:22.24,774
Woman,Mile Short Track,5:26.51,774
Woman,2000 Metres,6:51.77,774
Woman,2000 Metres Short Track,6:56.05,774
Woman,2000 Metres Steeplechase,7:50.62,774
Woman,3000 Metres Steeplechase,12:25.12,774
Woman,1500 Metres,4:59.81,773
Woman,1500 Metres Short Track,5:02.02,773
Woman,Mile,5:22.41,773
Woman,Mile Short Track,5:26.68,773
Woman,2000 Metres,6:51.99,773
Woman,2000 Metres Short Track,6:56.27,773
Woman,2000 Metres Steeplechase,7:50.91,773
Woman,3000 Metres Steeplechase,12:25.61,773
Woman,1500 Metres,4:59.97,772
Woman,1500 Metres Short Track,5:02.18,772
Woman,Mile,5:22.57,772
Woman,Mile Short Track,5:26.85,772
Woman,2000 Metres,6:52.21,772
Woman,2000 Metres Short Track,6:56.49,772
Woman,2000 Metres Steeplechase,7:51.21,772
Woman,3000 Metres Steeplechase,12:26.11,772
Woman,1500 Metres,5:00.13,771
Woman,1500 Metres Short Track,5:02.33,771
Woman,Mile,5:22.74,771
Woman,Mile Short Track,5:27.02,771
Woman,2000 Metres,6:52.43,771
Woman,2000 Metres Short Track,6:56.70,771
Woman,2000 Metres Steeplechase,7:51.51,771
Woman,3000 Metres Steeplechase,12:26.60,771
Woman,1500 Metres,5:00.28,770
Woman,1500 Metres Short Track,5:02.49,770
Woman,Mile,5:22.91,770
Woman,Mile Short Track,5:27.18,770
Woman,2000 Metres,6:52.65,770
Woman,2000 Metres Short Track,6:56.92,770
Woman,2000 Metres Steeplechase,7:51.81,770
Woman,3000 Metres Steeplechase,12:27.10,770
Woman,1500 Metres,5:00.44,769
Woman,1500 Metres Short Track,5:02.64,769
Woman,Mile,5:23.07,769
Woman,Mile Short Track,5:27.35,769
Woman,2000 Metres,6:52.87,769
Woman,2000 Metres Short Track,6:57.14,769
Woman,2000 Metres Steeplechase,7:52.11,769
Woman,3000 Metres Steeplechase,12:27.59,769
Woman,1500 Metres,5:00.59,768
Woman,1500 Metres Short Track,5:02.80,768
Woman,Mile,5:23.24,768
Woman,Mile Short Track,5:27.52,768
Woman,2000 Metres,6:53.08,768
Woman,2000 Metres Short Track,6:57.36,768
Woman,2000 Metres Steeplechase,7:52.41,768
Woman,3000 Metres Steeplechase,12:28.09,768
Woman,1500 Metres,5:00.75,767
Woman,1500 Metres Short Track,5:02.95,767
Woman,Mile,5:23.41,767
Woman,Mile Short Track,5:27.69,767
Woman,2000 Metres,6:53.30,767
Woman,2000 Metres Short Track,6:57.57,767
Woman,2000 Metres Steeplechase,7:52.71,767
Woman,3000 Metres Steeplechase,12:28.59,767
Woman,1500 Metres,5:00.90,766
Woman,1500 Metres Short Track,5:03.10,766
Woman,Mile,5:23.58,766
Woman,Mile Short Track,5:27.86,766
Woman,2000 Metres,6:53.52,766
Woman,2000 Metres Short Track,6:57.79,766
Woman,2000 Metres Steeplechase,7:53.01,766
Woman,3000 Metres Steeplechase,12:29.08,766
Woman,1500 Metres,5:01.06,765
Woman,1500 Metres Short Track,5:03.26,765
Woman,Mile,5:23.74,765
Woman,Mile Short Track,5:28.02,765
Woman,2000 Metres,6:53.74,765
Woman,2000 Metres Short Track,6:58.01,765
Woman,2000 Metres Steeplechase,7:53.31,765
Woman,3000 Metres Steeplechase,12:29.58,765
Woman,1500 Metres,5:01.22,764
Woman,1500 Metres Short Track,5:03.41,764
Woman,Mile,5:23.91,764
Woman,Mile Short Track,5:28.19,764
Woman,2000 Metres,6:53.96,764
Woman,2000 Metres Short Track,6:58.23,764
Woman,2000 Metres Steeplechase,7:53.61,764
Woman,3000 Metres Steeplechase,12:30.08,764
Woman,1500 Metres,5:01.37,763
Woman,1500 Metres Short Track,5:03.57,763
Woman,Mile,5:24.08,763
Woman,Mile Short Track,5:28.36,763
Woman,2000 Metres,6:54.18,763
Woman,2000 Metres Short Track,6:58.45,763
Woman,2000 Metres Steeplechase,7:53.91,763
Woman,3000 Metres Steeplechase,12:30.57,763
Woman,1500 Metres,5:01.53,762
Woman,1500 Metres Short Track,5:03.72,762
Woman,Mile,5:24.25,762
Woman,Mile Short Track,5:28.53,762
Woman,2000 Metres,6:54.40,762
Woman,2000 Metres Short Track,6:58.67,762
Woman,2000 Metres Steeplechase,7:54.21,762
Woman,3000 Metres Steeplechase,12:31.07,762
Woman,1500 Metres,5:01.69,761
Woman,1500 Metres Short Track,5:03.88,761
Woman,Mile,5:24.41,761
Woman,Mile Short Track,5:28.70,761
Woman,2000 Metres,6:54.62,761
Woman,2000 Metres Short Track,6:58.89,761
Woman,2000 Metres Steeplechase,7:54.51,761
Woman,3000 Metres Steeplechase,12:31.57,761
Woman,1500 Metres,5:01.84,760
Woman,1500 Metres Short Track,5:04.03,760
Woman,Mile,5:24.58,760
Woman,Mile Short Track,5:28.87,760
Woman,2000 Metres,6:54.84,760
Woman,2000 Metres Short Track,6:59.11,760
Woman,2000 Metres Steeplechase,7:54.81,760
Woman,3000 Metres Steeplechase,12:32.07,760
Woman,1500 Metres,5:02.00,759
Woman,1500 Metres Short Track,5:04.19,759
Woman,Mile,5:24.75,759
Woman,Mile Short Track,5:29.04,759
Woman,2000 Metres,6:55.06,759
Woman,2000 Metres Short Track,6:59.32,759
Woman,2000 Metres Steeplechase,7:55.11,759
Woman,3000 Metres Steeplechase,12:32.57,759
Woman,1500 Metres,5:02.16,758
Woman,1500 Metres Short Track,5:04.34,758
Woman,Mile,5:24.92,758
Woman,Mile Short Track,5:29.20,758
Woman,2000 Metres,6:55.29,758
Woman,2000 Metres Short Track,6:59.54,758
Woman,2000 Metres Steeplechase,7:55.41,758
Woman,3000 Metres Steeplechase,12:33.07,758
Woman,1500 Metres,5:02.31,757
Woman,1500 Metres Short Track,5:04.50,757
Woman,Mile,5:25.09,757
Woman,Mile Short Track,5:29.37,757
Woman,2000 Metres,6:55.51,757
Woman,2000 Metres Short Track,6:59.76,757
Woman,2000 Metres Steeplechase,7:55.71,757
Woman,3000 Metres Steeplechase,12:33.57,757
Woman,1500 Metres,5:02.47,756
Woman,1500 Metres Short Track,5:04.66,756
Woman,Mile,5:25.25,756
Woman,Mile Short Track,5:29.54,756
Woman,2000 Metres,6:55.73,756
Woman,2000 Metres Short Track,6:59.98,756
Woman,2000 Metres Steeplechase,7:56.01,756
Woman,3000 Metres Steeplechase,12:34.07,756
Woman,1500 Metres,5:02.63,755
Woman,1500 Metres Short Track,5:04.81,755
Woman,Mile,5:25.42,755
Woman,Mile Short Track,5:29.71,755
Woman,2000 Metres,6:55.95,755
Woman,2000 Metres Short Track,7:00.20,755
Woman,2000 Metres Steeplechase,7:56.31,755
Woman,3000 Metres Steeplechase,12:34.57,755
Woman,1500 Metres,5:02.78,754
Woman,1500 Metres Short Track,5:04.97,754
Woman,Mile,5:25.59,754
Woman,Mile Short Track,5:29.88,754
Woman,2000 Metres,6:56.17,754
Woman,2000 Metres Short Track,7:00.42,754
Woman,2000 Metres Steeplechase,7:56.62,754
Woman,3000 Metres Steeplechase,12:35.07,754
Woman,1500 Metres,5:02.94,753
Woman,1500 Metres Short Track,5:05.12,753
Woman,Mile,5:25.76,753
Woman,Mile Short Track,5:30.05,753
Woman,2000 Metres,6:56.39,753
Woman,2000 Metres Short Track,7:00.64,753
Woman,2000 Metres Steeplechase,7:56.92,753
Woman,3000 Metres Steeplechase,12:35.57,753
Woman,1500 Metres,5:03.10,752
Woman,1500 Metres Short Track,5:05.28,752
Woman,Mile,5:25.93,752
Woman,Mile Short Track,5:30.22,752
Woman,2000 Metres,6:56.61,752
Woman,2000 Metres Short Track,7:00.86,752
Woman,2000 Metres Steeplechase,7:57.22,752
Woman,3000 Metres Steeplechase,12:36.07,752
Woman,1500 Metres,5:03.26,751
Woman,1500 Metres Short Track,5:05.44,751
Woman,Mile,5:26.10,751
Woman,Mile Short Track,5:30.39,751
Woman,2000 Metres,6:56.83,751
Woman,2000 Metres Short Track,7:01.08,751
Woman,2000 Metres Steeplechase,7:57.52,751
Woman,3000 Metres Steeplechase,12:36.57,751
Woman,1500 Metres,5:03.41,750
Woman,1500 Metres Short Track,5:05.59,750
Woman,Mile,5:26.27,750
Woman,Mile Short Track,5:30.56,750
Woman,2000 Metres,6:57.06,750
Woman,2000 Metres Short Track,7:01.30,750
Woman,2000 Metres Steeplechase,7:57.82,750
Woman,3000 Metres Steeplechase,12:37.07,750
Woman,1500 Metres,5:03.57,749
Woman,1500 Metres Short Track,5:05.75,749
Woman,Mile,5:26.44,749
Woman,Mile Short Track,5:30.73,749
Woman,2000 Metres,6:57.28,749
Woman,2000 Metres Short Track,7:01.52,749
Woman,2000 Metres Steeplechase,7:58.13,749
Woman,3000 Metres Steeplechase,12:37.57,749
Woman,1500 Metres,5:03.73,748
Woman,1500 Metres Short Track,5:05.90,748
Woman,Mile,5:26.61,748
Woman,Mile Short Track,5:30.90,748
Woman,2000 Metres,6:57.50,748
Woman,2000 Metres Short Track,7:01.75,748
Woman,2000 Metres Steeplechase,7:58.43,748
Woman,3000 Metres Steeplechase,12:38.08,748
Woman,1500 Metres,5:03.89,747
Woman,1500 Metres Short Track,5:06.06,747
Woman,Mile,5:26.78,747
Woman,Mile Short Track,5:31.07,747
Woman,2000 Metres,6:57.72,747
Woman,2000 Metres Short Track,7:01.97,747
Woman,2000 Metres Steeplechase,7:58.73,747
Woman,3000 Metres Steeplechase,12:38.58,747
Woman,1500 Metres,5:04.05,746
Woman,1500 Metres Short Track,5:06.22,746
Woman,Mile,5:26.94,746
Woman,Mile Short Track,5:31.24,746
Woman,2000 Metres,6:57.95,746
Woman,2000 Metres Short Track,7:02.19,746
Woman,2000 Metres Steeplechase,7:59.04,746
Woman,3000 Metres Steeplechase,12:39.08,746
Woman,1500 Metres,5:04.20,745
Woman,1500 Metres Short Track,5:06.37,745
Woman,Mile,5:27.11,745
Woman,Mile Short Track,5:31.41,745
Woman,2000 Metres,6:58.17,745
Woman,2000 Metres Short Track,7:02.41,745
Woman,2000 Metres Steeplechase,7:59.34,745
Woman,3000 Metres Steeplechase,12:39.59,745
Woman,1500 Metres,5:04.36,744
Woman,1500 Metres Short Track,5:06.53,744
Woman,Mile,5:27.28,744
Woman,Mile Short Track,5:31.58,744
Woman,2000 Metres,6:58.39,744
Woman,2000 Metres Short Track,7:02.63,744
Woman,2000 Metres Steeplechase,7:59.65,744
Woman,3000 Metres Steeplechase,12:40.09,744
Woman,1500 Metres,5:04.52,743
Woman,1500 Metres Short Track,5:06.69,743
Woman,Mile,5:27.45,743
Woman,Mile Short Track,5:31.75,743
Woman,2000 Metres,6:58.61,743
Woman,2000 Metres Short Track,7:02.85,743
Woman,2000 Metres Steeplechase,7:59.95,743
Woman,3000 Metres Steeplechase,12:40.59,743
Woman,1500 Metres,5:04.68,742
Woman,1500 Metres Short Track,5:06.84,742
Woman,Mile,5:27.62,742
Woman,Mile Short Track,5:31.92,742
Woman,2000 Metres,6:58.84,742
Woman,2000 Metres Short Track,7:03.07,742
Woman,2000 Metres Steeplechase,8:00.25,742
Woman,3000 Metres Steeplechase,12:41.10,742
Woman,1500 Metres,5:04.84,741
Woman,1500 Metres Short Track,5:07.00,741
Woman,Mile,5:27.79,741
Woman,Mile Short Track,5:32.10,741
Woman,2000 Metres,6:59.06,741
Woman,2000 Metres Short Track,7:03.30,741
Woman,2000 Metres Steeplechase,8:00.56,741
Woman,3000 Metres Steeplechase,12:41.60,741
Woman,1500 Metres,5:05.00,740
Woman,1500 Metres Short Track,5:07.16,740
Woman,Mile,5:27.96,740
Woman,Mile Short Track,5:32.27,740
Woman,2000 Metres,6:59.28,740
Woman,2000 Metres Short Track,7:03.52,740
Woman,2000 Metres Steeplechase,8:00.86,740
Woman,3000 Metres Steeplechase,12:42.11,740
Woman,1500 Metres,5:05.16,739
Woman,1500 Metres Short Track,5:07.32,739
Woman,Mile,5:28.13,739
Woman,Mile Short Track,5:32.44,739
Woman,2000 Metres,6:59.51,739
Woman,2000 Metres Short Track,7:03.74,739
Woman,2000 Metres Steeplechase,8:01.17,739
Woman,3000 Metres Steeplechase,12:42.61,739
Woman,1500 Metres,5:05.32,738
Woman,1500 Metres Short Track,5:07.47,738
Woman,Mile,5:28.31,738
Woman,Mile Short Track,5:32.61,738
Woman,2000 Metres,6:59.73,738
Woman,2000 Metres Short Track,7:03.96,738
Woman,2000 Metres Steeplechase,8:01.47,738
Woman,3000 Metres Steeplechase,12:43.12,738
Woman,1500 Metres,5:05.47,737
Woman,1500 Metres Short Track,5:07.63,737
Woman,Mile,5:28.48,737
Woman,Mile Short Track,5:32.78,737
Woman,2000 Metres,6:59.95,737
Woman,2000 Metres Short Track,7:04.18,737
Woman,2000 Metres Steeplechase,8:01.78,737
Woman,3000 Metres Steeplechase,12:43.63,737
Woman,1500 Metres,5:05.63,736
Woman,1500 Metres Short Track,5:07.79,736
Woman,Mile,5:28.65,736
Woman,Mile Short Track,5:32.95,736
Woman,2000 Metres,7:00.18,736
Woman,2000 Metres Short Track,7:04.41,736
Woman,2000 Metres Steeplechase,8:02.08,736
Woman,3000 Metres Steeplechase,12:44.13,736
Woman,1500 Metres,5:05.79,735
Woman,1500 Metres Short Track,5:07.95,735
Woman,Mile,5:28.82,735
Woman,Mile Short Track,5:33.12,735
Woman,2000 Metres,7:00.40,735
Woman,2000 Metres Short Track,7:04.63,735
Woman,2000 Metres Steeplechase,8:02.39,735
Woman,3000 Metres Steeplechase,12:44.64,735
Woman,1500 Metres,5:05.95,734
Woman,1500 Metres Short Track,5:08.11,734
Woman,Mile,5:28.99,734
Woman,Mile Short Track,5:33.29,734
Woman,2000 Metres,7:00.63,734
Woman,2000 Metres Short Track,7:04.85,734
Woman,2000 Metres Steeplechase,8:02.70,734
Woman,3000 Metres Steeplechase,12:45.15,734
Woman,1500 Metres,5:06.11,733
Woman,1500 Metres Short Track,5:08.26,733
Woman,Mile,5:29.16,733
Woman,Mile Short Track,5:33.47,733
Woman,2000 Metres,7:00.85,733
Woman,2000 Metres Short Track,7:05.08,733
Woman,2000 Metres Steeplechase,8:03.00,733
Woman,3000 Metres Steeplechase,12:45.65,733
Woman,1500 Metres,5:06.27,732
Woman,1500 Metres Short Track,5:08.42,732
Woman,Mile,5:29.33,732
Woman,Mile Short Track,5:33.64,732
Woman,2000 Metres,7:01.08,732
Woman,2000 Metres Short Track,7:05.30,732
Woman,2000 Metres Steeplechase,8:03.31,732
Woman,3000 Metres Steeplechase,12:46.16,732
Woman,1500 Metres,5:06.43,731
Woman,1500 Metres Short Track,5:08.58,731
Woman,Mile,5:29.50,731
Woman,Mile Short Track,5:33.81,731
Woman,2000 Metres,7:01.30,731
Woman,2000 Metres Short Track,7:05.52,731
Woman,2000 Metres Steeplechase,8:03.61,731
Woman,3000 Metres Steeplechase,12:46.67,731
Woman,1500 Metres,5:06.59,730
Woman,1500 Metres Short Track,5:08.74,730
Woman,Mile,5:29.67,730
Woman,Mile Short Track,5:33.98,730
Woman,2000 Metres,7:01.53,730
Woman,2000 Metres Short Track,7:05.75,730
Woman,2000 Metres Steeplechase,8:03.92,730
Woman,3000 Metres Steeplechase,12:47.18,730
Woman,1500 Metres,5:06.75,729
Woman,1500 Metres Short Track,5:08.90,729
Woman,Mile,5:29.84,729
Woman,Mile Short Track,5:34.16,729
Woman,2000 Metres,7:01.75,729
Woman,2000 Metres Short Track,7:05.97,729
Woman,2000 Metres Steeplechase,8:04.23,729
Woman,3000 Metres Steeplechase,12:47.69,729
Woman,1500 Metres,5:06.91,728
Woman,1500 Metres Short Track,5:09.05,728
Woman,Mile,5:30.02,728
Woman,Mile Short Track,5:34.33,728
Woman,2000 Metres,7:01.98,728
Woman,2000 Metres Short Track,7:06.19,728
Woman,2000 Metres Steeplechase,8:04.54,728
Woman,3000 Metres Steeplechase,12:48.20,728
Woman,1500 Metres,5:07.07,727
Woman,1500 Metres Short Track,5:09.21,727
Woman,Mile,5:30.19,727
Woman,Mile Short Track,5:34.50,727
Woman,2000 Metres,7:02.20,727
Woman,2000 Metres Short Track,7:06.42,727
Woman,2000 Metres Steeplechase,8:04.84,727
Woman,3000 Metres Steeplechase,12:48.71,727
Woman,1500 Metres,5:07.23,726
Woman,1500 Metres Short Track,5:09.37,726
Woman,Mile,5:30.36,726
Woman,Mile Short Track,5:34.67,726
Woman,2000 Metres,7:02.43,726
Woman,2000 Metres Short Track,7:06.64,726
Woman,2000 Metres Steeplechase,8:05.15,726
Woman,3000 Metres Steeplechase,12:49.22,726
Woman,1500 Metres,5:07.39,725
Woman,1500 Metres Short Track,5:09.53,725
Woman,Mile,5:30.53,725
Woman,Mile Short Track,5:34.85,725
Woman,2000 Metres,7:02.65,725
Woman,2000 Metres Short Track,7:06.87,725
Woman,2000 Metres Steeplechase,8:05.46,725
Woman,3000 Metres Steeplechase,12:49.73,725
Woman,1500 Metres,5:07.55,724
Woman,1500 Metres Short Track,5:09.69,724
Woman,Mile,5:30.70,724
Woman,Mile Short Track,5:35.02,724
Woman,2000 Metres,7:02.88,724
Woman,2000 Metres Short Track,7:07.09,724
Woman,2000 Metres Steeplechase,8:05.77,724
Woman,3000 Metres Steeplechase,12:50.24,724
Woman,1500 Metres,5:07.71,723
Woman,1500 Metres Short Track,5:09.85,723
Woman,Mile,5:30.88,723
Woman,Mile Short Track,5:35.19,723
Woman,2000 Metres,7:03.10,723
Woman,2000 Metres Short Track,7:07.31,723
Woman,2000 Metres Steeplechase,8:06.07,723
Woman,3000 Metres Steeplechase,12:50.75,723
Woman,1500 Metres,5:07.87,722
Woman,1500 Metres Short Track,5:10.01,722
Woman,Mile,5:31.05,722
Woman,Mile Short Track,5:35.37,722
Woman,2000 Metres,7:03.33,722
Woman,2000 Metres Short Track,7:07.54,722
Woman,2000 Metres Steeplechase,8:06.38,722
Woman,3000 Metres Steeplechase,12:51.26,722
Woman,1500 Metres,5:08.03,721
Woman,1500 Metres Short Track,5:10.17,721
Woman,Mile,5:31.22,721
Woman,Mile Short Track,5:35.54,721
Woman,2000 Metres,7:03.56,721
Woman,2000 Metres Short Track,7:07.76,721
Woman,2000 Metres Steeplechase,8:06.69,721
Woman,3000 Metres Steeplechase,12:51.77,721
Woman,1500 Metres,5:08.19,720
Woman,1500 Metres Short Track,5:10.33,720
Woman,Mile,5:31.39,720
Woman,Mile Short Track,5:35.71,720
Woman,2000 Metres,7:03.78,720
Woman,2000 Metres Short Track,7:07.99,720
Woman,2000 Metres Steeplechase,8:07.00,720
Woman,3000 Metres Steeplechase,12:52.28,720
Woman,1500 Metres,5:08.36,719
Woman,1500 Metres Short Track,5:10.49,719
Woman,Mile,5:31.57,719
